VIN_1_10,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Vehicle_Location,Electric_Utility,_2020_Census_Tract
5YJ3E1EB1J,Salt Lake,West Valley City,UT,84128,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,189974641,POINT (-112.04165 40.68741),NULL,49035113545
5YJ3E1EA8J,San Diego,Oceanside,CA,92051,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,153998050,NULL,NULL,6073018509
5YJYGDED0M,San Diego,San Diego,CA,92131,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,187492175,POINT (-117.06451 32.90323),NULL,6073017045
1G1FW6S09J,Chaves,Roswell,NM,88201,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,NULL,475149979,POINT (-104.52275 33.39509),NULL,35005001002
JHMZC5F39J,Anne Arundel,Gambrills,MD,21054,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,NULL,320663080,POINT (-76.6969 39.0606),NULL,24003702208
2C4RC1S77M,Montgomery,Potomac,MD,20854,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,NULL,176092668,POINT (-77.20884 39.01796),NULL,24031701006
7SAYGDEF5N,El Paso,Colorado Springs,CO,80925,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,209211824,POINT (-104.63826 38.74006),NULL,8041004603
5YJ3E1EC2N,Riverside,Menifee,CA,92585,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,200914087,POINT (-117.17638 33.71394),NULL,6065042726
WA1LAAGE0K,Montgomery,Gaithersburg,MD,20878,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,NULL,168802406,POINT (-77.22708 39.14162),NULL,24031700826
5YJXCAE21H,El Paso,El Paso,TX,79911,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,NULL,347980755,POINT (-106.55656 31.88532),NULL,48141010220
1G1FW6S01H,Douglas,Elkton,OR,97436,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,NULL,213003549,POINT (-123.56707 43.63677),NULL,41019030000
5YJSA1E2XH,Palm Beach,West Palm Beach,FL,33415,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,NULL,349703826,POINT (-80.13342 26.64804),NULL,12099004012
5YJ3E1EB7L,San Diego,Coronado,CA,92118,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,NULL,104991225,POINT (-117.17089 32.67619),NULL,6073011000
5YJ3E1EA1K,Danville,Danville,VA,24541,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,NULL,168513922,POINT (-79.4172 36.58598),NULL,51590001100
5YJ3E1EB9M,Anne Arundel,Annapolis,MD,21401,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,137271844,POINT (-76.49014 38.97678),NULL,24003702500
2T3YL4DV4D,San Diego,San Diego,CA,92154,2013,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,NULL,182327218,POINT (-117.05805 32.57923),NULL,6073010015
1N4AZ0CP3D,Maricopa,Phoenix,AZ,85086,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,NULL,198244959,POINT (-112.14075 33.86739),NULL,4013610301
5YJ3E1EB1N,Cumberland,Mechanicsburg,PA,17050,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,211173182,POINT (-76.96675 40.23089),NULL,42041011303
3FA6P0SU0K,Galveston,Dickinson,TX,77539,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,NULL,187431989,POINT (-95.05026 29.4608),NULL,48167720601
5YJ3E1EA3K,Virginia Beach,Virginia Beach,VA,23464,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,NULL,139605609,POINT (-76.20908 36.80823),NULL,51810046213
KM8K33AG4N,Solano,Benicia,CA,94510,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,216844211,POINT (-122.15351 38.05285),NULL,6095252102
5YJ3E1EB2J,Suffolk,Suffolk,VA,23435,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,476647986,POINT (-76.42443 36.8752),NULL,51800075203
WDC0G5EB7K,Louisa,Bumpass,VA,23024,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,NULL,153874850,POINT (-77.73727 37.96459),NULL,51109950101
JTMEB3FV3N,Hillsborough,Lithia,FL,33547,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,NULL,195795477,POINT (-82.17029 27.86266),NULL,12057013923
1FADP5CU3F,Jefferson,Felts Mills,NY,13638,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,NULL,119998469,POINT (-75.75904 44.0205),NULL,36045061101
5YJ3E1EB8M,Denton,Little Elm,TX,75068,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,166255393,POINT (-96.9387 33.15985),NULL,48121020137
5YJYGDEE7L,Prince George's,Andrews Air Force Base,MD,20762,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,NULL,123782137,POINT (-76.8907 38.81605),NULL,24033801106
3FA6P0PUXG,Bell,Harker Heights,TX,76548,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,NULL,117936206,POINT (-97.66091 31.08871),NULL,48027021907
WBA8E1C32H,Contra Costa,Pittsburg,CA,94565,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,NULL,200753059,POINT (-121.88851 38.01946),NULL,6013313204
1G1RA6E46E,Clark,Las Vegas,NV,89166,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,NULL,329643821,POINT (-115.32375 36.29409),NULL,32003003266
1N4AZ1CP4J,Montgomery,Norristown,PA,19403,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,NULL,349481695,POINT (-75.40705 40.15076),NULL,42091203402
5YJ3E1EB2M,Santa Clara,Santa Clara,CA,95054,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,134938562,POINT (-121.95011 37.39684),NULL,6085504903
7SAYGDEF4N,District of Columbia,Washington,DC,20003,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,202878826,POINT (-76.99953 38.88594),NULL,11001007201
5YJ3E1EA8M,Norfolk,Norfolk,VA,23503,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,161659914,POINT (-76.23458 36.93595),NULL,51710000400
3FA6P0PU2F,Okaloosa,Valparaiso,FL,32580,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,NULL,155057045,POINT (-86.49296 30.51166),NULL,12091021200
3FA6P0PUXE,Los Angeles,Lancaster,CA,93536,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,NULL,110157407,POINT (-118.24538 34.65105),NULL,6037901011
WVGTMPE2XM,Rockdale,Conyers,GA,30013,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,166443385,POINT (-83.97862 33.61951),NULL,13247060312
5YJYGAEE7M,Cook,Skokie,IL,60077,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,172671495,POINT (-87.75545 42.02634),NULL,17031807300
5YJSA1H20F,Fairfax,Alexandria,VA,22308,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,NULL,223163748,POINT (-77.05745 38.74002),NULL,51059415500
2C4RC1S72M,Douglas,Omaha,NE,68130,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,NULL,187604707,POINT (-96.18046 41.23687),NULL,31055007449
2C4RC1N76L,Norfolk,Norfolk,VA,23518,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,NULL,132930255,POINT (-76.21549 36.92478),NULL,51710006501
JTDKARFP1H,Chesapeake,Chesapeake,VA,23321,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,NULL,330798968,POINT (-76.40587 36.84526),NULL,51550021505
WA1AAAGE3P,Orange,Buena Park,CA,90621,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,224666711,POINT (-117.99804 33.8652),NULL,6059110604
1C4JJXR67M,Contra Costa,Fpo,CA,96349,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,NULL,187228030,NULL,NULL,6013380001
WBY33AW04N,Alexandria,Alexandria,VA,22314,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,219337611,POINT (-77.04341 38.8046),NULL,51510201805
YH4K14AA6C,Charles,Hughesville,MD,20637,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,NULL,131146571,POINT (-76.78372 38.53236),NULL,24017851402
1C4JJXP69N,Alexandria,Alexandria,VA,22304,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,NULL,207422365,POINT (-77.10727 38.81797),NULL,51510200404
5YJ3E1EB1L,St. Clair,Belleville,IL,62220,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,NULL,1947907,POINT (-89.98423 38.5124),NULL,17163503304
5YJ3E1EB0J,Alexandria,Alexandria,VA,22301,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,261314294,POINT (-77.05604 38.82399),NULL,51510201400
1G1RH6E45E,Chesapeake,Chesapeake,VA,23321,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,NULL,157395612,POINT (-76.40587 36.84526),NULL,51550021507
LPSED3KA1M,Boulder,Longmont,CO,80501,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,0,NULL,177670118,POINT (-105.10015 40.16394),NULL,8013013307
KNDCD3LD1K,Salt Lake,Salt Lake City,UT,84121,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,NULL,110791908,POINT (-111.83173 40.6253),NULL,49035111302
5YJ3E1EB9N,Beaufort,Okatie,SC,29909,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,216976861,POINT (-80.95653 32.30585),NULL,45013002103
5YJ3E1EB4L,St. Louis,Saint Louis,MO,63137,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,NULL,102910426,POINT (-90.21137 38.7483),NULL,29510127000
5YJYGDEE6M,Virginia Beach,Virginia Beach,VA,23462,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,140339132,POINT (-76.13652 36.84315),NULL,51810040600
5YJ3E1EA8J,St. Mary's,Lexington Park,MD,20653,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,284296715,POINT (-76.45275 38.26564),NULL,24037875905
KNDCD3LD6N,Marin,San Rafael,CA,94901,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,NULL,181521700,POINT (-122.53288 37.97461),NULL,6041111002
KNDPZDAH9P,Alexandria,Alexandria,VA,22304,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,NULL,221277808,POINT (-77.10727 38.81797),NULL,51510200304
W1N0G5DB8L,Montgomery,Germantown,MD,20876,2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,NULL,157290549,POINT (-77.23717 39.17915),NULL,24031700835
3MW5P9J05N,Arapahoe,Englewood,CO,80111,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,NULL,200589147,POINT (-104.89239 39.61914),NULL,8005006861
5YJYGAEE4M,Douglas,South Range,WI,54874,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,NULL,167228722,POINT (-91.98379 46.60774),NULL,55031030101
5YJ3E1EB1J,Alexandria,Alexandria,VA,22314,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,NULL,311657657,POINT (-77.04341 38.8046),NULL,51510201805
JTDKAMFP0M,Maricopa,Tempe,AZ,85281,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,NULL,179239910,POINT (-111.93722 33.42554),NULL,4013318800
